,name,longitude,latitude
396,TSUEN WAN PUB HO CHUEN YIU MEMORIAL COLL,114.1262,22.3759
397,TSUNG TSIN CHRISTIAN ACADEMY,114.1505,22.3324
398,TSUNG TSIN COLLEGE,113.9678,22.4035
399,TSUNG TSIN MIDDLE SCHOOL,114.2311,22.2818
400,TUEN MUN CATHOLIC SECONDARY SCHOOL,113.9709,22.4064
401,TUEN MUN GOVERNMENT SECONDARY SCHOOL,113.9689,22.3728
402,TWGH CHANG MING THIEN COLLEGE,114.169,22.3391
403,TWGH CHEN ZAO MEN COLLEGE,114.1289,22.3647
404,TWGH CY MA MEMORIAL COLLEGE,114.0454,22.4433
405,TWGH KWOK YAT WAI COLLEGE,114.0051,22.448
406,TWGH LEE CHING DEA MEMORIAL COLLEGE,114.1942,22.2852
407,TWGH LO KON TING MEMORIAL COLLEGE,114.0216,22.4494
408,TWGH LUI YUN CHOY MEMORIAL COLLEGE,114.2555,22.3241
409,TWGH MRS WU YORK YU MEMORIAL COLLEGE,114.141,22.3708
410,TWGH SC GAW MEMORIAL COLLEGE,114.1018,22.3526
411,TWGH WONG FUNG LING COLLEGE,114.19,22.276
412,TWGH WONG FUT NAM COLLEGE,114.169,22.3391
413,TWGH YOW KAM YUEN COLLEGE,114.2037,22.3834
414,TWGHS MR & MRS KWONG SIK KWAN COLLEGE,113.9718,22.4086
415,TYYI MFBM NEI MING CHAN LCT MEM COLLEGE,114.2572,22.3196
416,UNITED CHRISTIAN COLLEGE,114.1706,22.3296
417,UNITED CHRISTIAN COLLEGE (KOWLOON EAST),114.2223,22.3305
418,VALTORTA COLLEGE,114.1681,22.4456
419,WA YING COLLEGE,114.1825,22.3196
420,"WAH YAN COLLEGE, HONG KONG",114.1762,22.274
421,"WAH YAN COLLEGE, KOWLOON",114.1735,22.315
422,WAI KIU COLLEGE,114.1666,22.3338
423,WELLINGTON ED ORG CHANG PUI CHUNG MEM SC,114.2584,22.3201
424,WEST ISLAND SCHOOL,114.1256,22.2728
425,WONG SHIU CHI SECONDARY SCHOOL,114.1716,22.4455
426,YAN CHAI HOSPITAL LAW CHAN CHOR SI COLL,114.2076,22.328
427,YAN CHAI HOSPITAL NO. 2 SECONDARY SCHOOL,113.9657,22.3892
428,YAN OI TONG TIN KA PING SECONDARY SCHOOL,113.9647,22.396
429,YCH LAN CHI PAT MEMORIAL SECONDARY SCH,114.2547,22.3248
430,YCH LIM POR YEN SECONDARY SCHOOL,114.1053,22.3791
431,YCH TUNG CHI YING MEM SEC SCHOOL,114.2345,22.4238
432,YCH WONG WHA SAN SECONDARY SCHOOL,114.2595,22.3093
433,YEW CHUNG INTL SCH - SECONDARY,114.1759,22.3384
434,YING WA COLLEGE,114.1529,22.3299
435,YING WA GIRLS' SCHOOL,114.1621,22.3333
436,YLPMSAA TANG SIU TONG SECONDARY SCHOOL,114.001,22.4467
437,YMCA OF HONG KONG CHRISTIAN COLLEGE,113.9315,22.2754
438,YOT CHAN WONG SUK FONG MEM SEC SCH,113.9669,22.402
439,YPI&CA LEE LIM MING COLLEGE,114.2097,22.3291
440,YU CHUN KEUNG MEMORIAL COLLEGE,114.1788,22.3188
441,YU CHUN KEUNG MEMORIAL COLLEGE NO.2,114.1384,22.2568
442,YUEN LONG CATHOLIC SECONDARY SCHOOL,114.0209,22.4448
443,YUEN LONG MERCHANTS ASSOCIATION SEC SCH,114.0239,22.4442
444,YUEN LONG PUBLIC SECONDARY SCHOOL,114.0178,22.4398
445,YWCA HIOE TJO YOENG COLLEGE,114.1832,22.3196
